"Time","CPU","Class"
359,0.3839261875527368,0
360,0.2322076744091324,0
361,0.46489667700364323,0
362,0.3696511136152098,0
363,0.15280643445946573,0
364,0.17169917727180342,0
365,0.35403676883471175,0
366,0.36827445974620665,0
367,0.3631446329768623,0
368,0.3483097595800203,0
369,0.3661689678208721,0
370,0.5609197456875352,0
371,0.13166335734639148,0
372,0.147609975872058,0
373,0.5304862108069612,0
374,0.22061049032773106,0
375,0.35535150321708636,0
376,0.07964798747051746,0
377,0.2642928631559406,0
378,0.48748744140925704,0
379,0.4228999646780627,0
380,0.467429755340658,0
381,0.22343674224413854,0
382,0.41327048894006435,0
383,0.09951640694281372,0
384,0.18118424848996245,0
385,0.25407201387253336,0
386,0.28433558169623885,0
387,0.5587664149587463,0
388,-0.16886139886050305,0
389,0.27658127874968136,0
390,0.22947876761941008,0
391,0.28816778194524617,0
392,0.12854740397636144,0
393,0.2655381351737049,0
394,0.33337347851874044,0
395,0.2315725717884331,0
396,0.1067033741468062,0
397,0.3669571412099186,0
398,0.4558137956383733,0
399,0.25684300310170627,0
400,0.22201139833909966,0
401,0.05621182890100995,0
402,0.382991336340331,0
403,0.2826032254564138,0
404,0.6614707763887219,1
405,0.5212301947416814,1
406,0.509513094603486,1
407,0.5337363688088193,1
408,0.6970667789795284,1
409,0.5833604952878003,1
410,0.43674313269760473,1
411,0.5551294724286674,1
412,0.5215271860469862,1
413,0.427889312243668,0
414,0.37783648806814096,0
415,0.23153156848235706,0
416,0.036884535812711006,0
417,0.47200836588129724,0
418,0.09431099286242925,0
419,0.4051405848384154,0
420,0.19348593794022267,0
421,0.17590671164373142,0
422,0.07697838417079186,0
423,0.3623768295488601,0
424,0.4695320285942157,0
425,0.5702704426995954,1
426,0.6739897514298019,1
427,0.5278202012779927,1
428,0.5583868084784542,1
429,0.5027617580569124,1
430,0.5278205927113265,1
431,0.9187884661353051,1
432,0.7238205364051875,1
433,0.40440058931434264,1
434,0.7633632948198815,1
435,0.6867430841351176,1
436,0.557270515112604,1
437,0.5590545621657399,1
438,0.5778412231725678,1
439,0.5834964240877304,1
440,0.6535674754876316,1
441,0.6107970242982564,1
442,0.6177832487326179,1
443,0.4972438448011778,1
444,0.6653729300291664,1
445,0.6338958088767186,1
446,0.4945817413838192,1
447,0.5752924898751279,1
448,0.43553732975433856,1
449,0.23885956625009297,0
450,0.2763712995776927,0
451,0.31416750775972246,0
452,0.5791450125094438,1
453,0.5893956535694704,1
454,0.6270342533132564,1
455,0.3218008398905339,0
456,0.10984132939980931,0
457,0.378556970379961,0
458,0.2521137402612304,0
459,0.28433286655197515,0
460,0.475506350492336,0
461,0.15521616524511214,0
462,0.2015561252192801,0
463,0.29988358213481153,0
464,0.23983728102258842,0
465,-0.006612879863501786,0
466,0.2955508698094311,0
467,0.21095631465348624,0
468,0.3050413590627949,0
469,0.4616550870691206,0
470,0.1683949493831689,0
471,0.4023994237455688,0
472,0.5496625807090506,0
473,0.7770566605508,1
474,0.5736769165735158,1
475,0.5497779925046359,1
476,0.6628981400680826,1
477,0.48963969780965333,1
478,0.6736459044829138,1
479,0.31642561613646686,0
480,0.3283946993808461,0
481,0.45992314031473536,0
482,0.24050768636506573,0
483,0.13030861729470647,0
484,0.29605397391167027,0
485,0.345492874432736,0
486,0.1382851429092102,0
487,0.3337094357718412,0
488,0.24048698020578715,0
489,0.1733312911581718,0
490,0.0894795278540505,0
491,0.09221257949644981,0
492,0.29794600233652035,0
493,0.4308442275859174,0
494,0.5206328787151089,0
495,0.40978507128277764,0
496,0.5079404019050884,0
497,0.1342141800284943,0
498,0.2841081510509814,0
499,0.4770869358774644,0
500,0.5076174586964645,0
501,0.07820906331525443,0
502,0.09769398864617071,0
503,0.5682993334515769,0
504,0.36510144999455446,0
505,0.23765085057441912,0
506,0.6380800660099235,1
507,0.5802090870292604,1
508,0.6652042860695141,1
509,0.20578574191176485,0
510,0.19376493913558188,0
511,0.28030155647187655,0
512,0.5826530199895044,1
513,0.7067634274281722,1
514,0.6362415315512406,1
515,0.407903404798997,0
516,0.1785181837465396,0
517,0.24150617639084182,0
518,0.3391008028579184,0
519,0.4417663080627819,0
520,0.32437266377311996,0
521,0.5272057839465613,1
522,0.4962677147863188,1
523,0.500969464354659,1
524,0.37527445307811486,0
525,0.31361781191204413,0
526,0.5877603570354666,0
527,0.7387234508571747,1
528,0.34848194237744096,1
529,0.593894048705454,1
530,0.7356210568543662,1
531,0.6125832031830928,1
532,0.49289150143034954,1
533,0.35163477538063287,0
534,0.3648051292417503,0
535,0.2044911390013401,0
536,0.4324441028895265,0
537,0.5541167440444728,0
538,0.1284373777604793,0
539,0.4751769297212801,0
540,0.0499133086227338,0
541,0.5033806502378875,0
542,0.30161458951031134,0
543,0.13891297472112443,0
544,0.2700487877047662,0
545,0.13431312783341756,0
546,0.155745565291864,0
547,0.25514158150525806,0
548,0.2639086499063311,0
549,0.33560433712979765,0
550,0.30171084361886175,0
551,0.11597028939434206,0
552,0.3474821294702081,0
553,0.24939244123450416,0
554,0.6045521325303899,1
555,0.5825815051782465,1
556,0.5959250890986832,1
557,0.5412669462037877,1
558,0.42893244529166974,1
559,0.6289449887029374,1
560,0.16340288552987767,0
561,0.3369185416120372,0
562,0.41121702762767925,0
563,0.36375144201362963,0
564,0.31314110202990764,0
565,0.1844001729314454,0
566,0.12354532425596179,0
567,0.3080764622546422,0
568,0.49584241656405514,0
569,0.15392572922098888,0
570,0.29622006904397885,0
571,0.06302864662080035,0
572,0.44961873140956643,0
573,0.3792303487480691,0
574,0.2044207939945461,0
575,0.5251846728845827,0
576,0.054293255879650115,0
577,0.29447695027747234,0
578,0.3071485250571476,0
579,0.1430645215497047,0
580,0.3545717061747469,0
581,0.5758477159742316,1
582,0.5881043838171758,1
583,0.5157891508975194,1
584,0.2301287550686808,0
585,0.4860828584531849,0
586,0.2691425901727695,0
587,0.402930891819371,0
588,0.20615644000699485,0
589,0.2432999657006168,0
590,0.538820145751488,0
591,0.3644225563310815,0
592,0.2968122148866764,0
593,0.5023948728451741,0
594,0.3346777216284238,0
595,0.36292830196325176,0
596,0.2093099464825397,0
597,0.3030204948992224,0
598,0.2505096843992228,0
599,0.45620515294298114,0
600,0.26712230923165264,0
601,0.23735864877649404,0
602,0.6483016460425197,0
603,0.2556789051573909,0
604,0.5118761766972921,0
605,0.5700042517623042,1
606,0.7397836865943428,1
607,0.5518418078142048,1
608,0.5668811074177569,1
609,0.5970149350392415,1
610,0.5992509074152844,1
611,0.416721055247933,1
612,0.7257697542803618,1
613,0.5586177280124528,1
614,0.6854613710439902,0
615,0.4524925799523878,0
616,0.11539585989359472,0
617,0.41899793553260817,0
618,0.36204100918184245,0
619,0.0017984822411559187,0
620,0.44350720890828577,0
621,0.47912870940138846,0
622,0.5449678043173741,0
623,0.18357984553447218,0
624,0.5334999357884485,0
625,0.24818628350935568,0
626,0.6188360730117679,1
627,0.7911715904488376,1
628,0.6955218822071815,1
629,0.6833988183970101,1
630,0.6246676499652754,1
631,0.7542337321587429,1
632,0.6737429554363924,1
633,0.5341133197829405,1
634,0.7257908554928942,1
635,0.6577247819987757,1
636,0.3047105981967648,1
637,0.5894221422376613,1
638,0.48551740130832555,0
639,0.148841761320255,0
640,0.1346352440810528,0
641,0.527163968076535,1
642,0.6475967309901236,1
643,0.5640825766569776,1
644,0.4603222559457044,0
645,0.39540729356256576,0
646,0.26445404775662607,0
647,0.1064560480121777,0
648,0.2980541616921084,0
649,0.38884903431504425,0
650,0.2604070243920452,0
651,0.2456033123840025,0
652,0.16388497527704765,0
653,0.17978223669861815,0
654,0.44481783577027073,0
655,0.4681863951001907,0
656,0.17491453723439712,0
657,0.36977382477948145,0
658,0.37563105983500206,0
659,0.6700601034133532,1
660,0.6451030138046661,1
661,0.5137207600236795,1
662,0.6685545275263842,1
663,0.6556015662042353,1
664,0.6940536846249158,1
665,0.36717738695554947,0
666,0.33694070461497017,0
667,0.3359430684955896,0
668,0.2187566772972842,0
669,0.5365249639785308,0
670,0.23730418460947167,0
671,0.4180840045353303,0
672,0.4235286896492489,0
673,0.1810840349906753,0
674,0.4308496083320673,0
675,0.40651045240710343,0
676,0.3244876471358493,0
677,0.2682957005104238,0
678,0.3961502453642236,0
679,0.38609228202322515,0
680,0.45380590998643777,0
681,0.37112012003495976,0
682,0.2910680383243944,0
683,0.41852467269002125,0
684,0.46871261850823553,0
685,0.41131409288984794,0
686,0.637151538343121,1
687,0.7159137261140753,1
688,0.6254476803731861,1
689,0.6150025142980915,0
690,0.2518893969337991,0
691,0.38816587877484704,0
692,0.2752056320719025,0
693,0.5720752762907757,0
694,0.35668854587491516,0
695,0.4137565820516462,0
696,0.3433447287472208,0
697,0.3995006485666927,0
698,0.03547593927027054,0
699,0.35069183112998226,0
700,0.31044673347777846,0
701,0.20711860143601435,0
702,0.2594441207298155,0
703,0.2985273709847136,0
704,0.174695850577123,0
705,0.13021560239578375,0
706,0.5207585010386102,0
707,0.406668128389862,0
708,0.27045916267618325,0
709,0.46750287793199286,0
710,0.09470988400313018,0
711,0.3587779289093525,0
712,0.5729401235698206,0
713,0.2879955747863349,0
714,0.528669609079972,0
715,0.22615072201359207,0
716,0.4010134409030127,0
717,0.3946303554380417,0
718,0.1629437777217054,0
719,0.43079205763902295,0
720,0.1931249656423119,0
721,0.532829710936885,0
722,0.2556737246831603,0
723,0.30084056290631234,0
724,0.21062621036112839,0
725,0.3668704024927489,0
726,0.27747405160817196,0
727,0.31502721628723124,0
728,0.45240228263682414,0
729,0.4027527216608426,0
730,0.5740620903706479,0
731,0.08847014284266588,0
732,0.3949234596202811,0
733,0.5261826902998589,0
734,0.1800161087122109,0
735,0.22449012962109344,0
736,0.2296078690080191,0
737,0.11712801603782977,0
738,0.31633169229195934,0
739,0.4577424967019701,0
740,0.3280798621293102,0
741,0.35388604821978836,0
742,0.23791620195610197,0
743,0.22875462249363465,0
744,0.38745956622537053,0
745,0.2980111587257952,0
746,0.335115410937819,0
747,-0.04263441013272645,0
748,0.2828117730539348,0
749,0.09644361412851832,0
750,0.268424976153158,0
751,0.18760735938840162,0
752,0.5080496871125437,0
753,0.39514672301600356,0
754,0.18982715603787315,0
755,0.3374741004183745,0
756,0.39613805508229527,0
757,0.0450221925308536,0
758,0.20155806425222583,0
759,0.22276764692907242,0
760,0.1375268949051964,0
761,0.35381455256852967,0
762,0.21717752257215428,0
763,0.28408886024736324,0
764,0.383081075811359,0
765,0.3440552137166031,0
766,0.5303778488346141,0
767,0.24880839294046922,0
768,0.4655241631996181,0
769,0.21769875226126065,0
770,0.39119389823987827,0
771,0.2487608125507639,0
772,0.45709497251386766,0
773,0.32038696895645175,0
774,0.17268162394856268,0
775,0.5312962684691392,0
776,0.21775682224315368,0
777,0.32867951171428833,0
778,0.09844534401129965,0
779,0.29209385207269944,0
780,0.11407907205872181,0
781,0.43636527403608927,0
782,0.08163717347424732,0
783,0.28439631400824994,0
784,0.43224939496869114,0
785,0.2240511680812325,0
786,0.34607613903655654,0
787,0.23283799030761707,0
788,0.2524060484136635,0
789,0.5589549388560049,0
790,0.04543037301511538,0
791,0.614564814776256,1
792,0.6374699293941446,1
793,0.5399033067195672,1
794,0.7827261616360649,1
795,0.5034215390388641,1
796,0.5906117720239424,1
797,0.2499611518686431,0
798,0.35052180962263063,0
799,0.4324694176014794,0
800,0.33249016296288614,0
801,0.3247374985486113,0
802,0.16757063574426895,0
803,0.5314386466325153,0
804,0.12329297721322652,0
805,0.22971925157455278,0
806,0.21106257596432015,0
807,0.4411173681567528,0
808,0.3345750027639312,0
809,0.2659735874998609,0
810,0.21208943209726794,0
811,0.19778802719572358,0
812,0.3789353900647685,0
813,0.4311850109964054,0
814,0.3550051766997099,0
815,0.34260104213046266,0
816,0.1546589878577114,0
817,0.36609367971772366,0
818,0.3411202326638567,0
819,0.6318830053119554,0
820,0.2708267187721983,0
821,0.676857732442611,1
822,0.6478923742163548,1
823,0.6218910282660907,1
824,0.22266036354421653,0
825,0.24860137092902193,0
826,0.17678889657030034,0
827,0.4122178862164432,0
828,0.30472597232347115,0
829,0.021980326072072676,0
830,0.5652177798137371,1
831,0.5304606858374822,1
832,0.5413384635641829,1
833,0.3990053948534005,0
834,0.18545410643152743,0
835,0.6466976862020757,0
836,0.04673948275035561,0
837,0.4060761322916059,0
838,0.0011543668736981871,0
839,0.26522449780530344,0
840,0.22004818811893445,0
841,0.26086693323103066,0
842,0.17586619598427802,0
843,0.5262656545431139,0
844,0.36333094601260624,0
845,0.4736130877844619,0
846,0.2694142744052005,0
847,0.28448280112038205,0
848,0.20825304291197355,0
849,0.3157309554332711,0
850,0.3745780893621633,0
851,0.4865442796301193,0
852,0.4369681662162819,0
853,0.33014029211775375,0
854,0.5488041338763323,0
855,0.20064579486826034,0
856,0.277464255767748,0
857,0.2850160444136982,0
858,0.16822196381880666,0
859,0.09150466667937285,0
860,0.4825320025537198,0
861,0.4052843473692076,0
862,0.056715720775057876,0
863,0.32515052146558665,0
864,0.12087931946923217,0
865,0.29761388232181624,0
866,0.3423400637305213,0
867,0.2815640684061,0
868,0.22030600377105025,0
869,0.3862723448787048,0
870,0.014345513662841591,0
871,0.0734958478960192,0
872,0.35939061795137106,0
873,0.3469329601569247,0
874,0.16261962331401256,0
875,0.2019216031202115,0
876,-0.08519249687258729,0
877,0.21794182609064622,0
878,0.3461638534512348,0
879,0.20770771284722286,0
880,0.25356859978960494,0
881,0.46573611009667104,0
882,0.12892656862265336,0
883,0.19792511538601465,0
884,0.07660556233998536,0
885,0.4103492026479447,0
886,0.39643743356740335,0
887,0.1468098750132401,0
888,0.384819727496573,0
889,0.3112204364580664,0
890,0.26778247521657256,0
891,-0.005942878038004862,0
892,0.2085433599394483,0
893,0.3784607561303778,0
894,0.33456826012730684,0
895,0.33612169980438394,0
896,0.5877983768721371,0
897,0.2507439632136776,0
898,0.5039139210683594,0
899,0.10125486702815037,0
900,0.08780711759387516,0
901,0.4302882310325493,0
902,0.22324677445905183,0
903,0.18604012159883088,0
904,0.35400657672556357,0
905,0.4324176208424827,1
906,0.571141222301904,1
907,0.3798248131410925,1
908,0.35388681851550374,1
909,0.537236588701279,1
910,0.5505108690747367,1
911,0.5774563897829275,0
912,0.22741474139445,0
913,0.1478500380986028,0
914,0.6107481764249654,1
915,0.6184668542643322,1
916,0.6747096557536265,1
917,0.2970259016519284,0
918,0.2937313724778506,0
919,0.25318414237531683,0
920,0.37325432172537926,0
921,0.29067492858314703,0
922,0.15012844576878498,0
923,0.211992612814782,0
924,0.28201597400585887,0
925,0.3398881805006571,0
926,0.5055203004454085,1
927,0.43377834656998004,1
928,0.3343342492523218,1
929,0.3926614591043476,0
930,0.2189145449171014,0
931,0.48818883151101217,0
932,0.21492491918888712,0
933,0.2903785270728458,0
934,0.45381915183305455,0
935,0.23608881482385796,0
936,0.3920244556935009,0
937,0.43880604255478484,0
938,0.40884642457664583,0
939,0.40336963662436676,0
940,0.3365832037481408,0
941,0.2689234962987747,0
942,0.20611298294737493,0
943,0.17804267241085303,0
944,0.16423095339769855,0
945,0.29446568224407793,0
946,0.018770526815466537,0
947,0.018702190819319287,0
948,0.2501037672461144,0
949,0.46040699253531414,0
950,0.2273945661746536,0
951,0.23284358014549292,0
952,0.3380297407234684,0
953,0.30132823737944137,0
954,0.2692762855185007,0
955,0.2664330638628808,0
956,-0.028164886244627874,0
957,0.33370972783812414,0
958,0.5485101830862184,0
959,0.5597508136968121,1
960,0.6158182667182484,1
961,0.4180857894339797,1
962,0.25527986380923,0
963,0.3844156896919504,0
964,0.2473314599351478,0
965,0.3741346305568447,0
966,0.2965829891704209,0
967,0.33778967011834277,0
968,0.21074751753159937,0
969,0.4067804381517788,0
970,0.0481053351135734,0
971,0.10486650617700463,0
972,0.2534505019325233,0
973,0.3942543166614838,0
974,0.1862545405187011,0
975,0.14187851573853116,0
976,0.4012117108940186,0
977,0.4845238118994697,0
978,-0.08552416816022906,0
979,0.1705377079712328,0
980,0.3105931499580974,0
981,0.1651028081466699,0
982,0.22682242258093227,0
983,0.1555221375370435,0
984,0.19582656066126258,0
985,0.36718924170532297,0
986,0.46265346996294787,0
987,-0.019402041728522446,0
988,0.34572194779773874,0
989,0.4538564367400171,1
990,0.8444111064081385,1
991,0.4990846656468839,1
992,0.480381829760067,1
993,0.5618650047246228,1
994,0.6355560803763084,1
995,0.5074705742111498,0
996,0.2628673539699981,0
997,0.17968140626554116,0
998,0.40523289742721347,0
999,0.3488182640828055,0
1000,0.19562593427246333,0
1001,0.23137931103709306,0
1002,0.35998107118720535,0
1003,0.19093236712554384,0
1004,0.05956384302433665,0
1005,0.1419309841820228,0
1006,0.16489064962867925,0
1007,0.6153297390503976,0
1008,0.03653469700117207,0
1009,0.2948554130309828,0
1010,0.24575740799296159,0
1011,0.6886446424054089,0
1012,0.34340084960480294,0
1013,0.07060745886739764,0
1014,0.3074184460100615,0
1015,0.4938578527026263,0
1016,0.5225412472196661,1
1017,0.6858234227038588,1
1018,0.6313833008831681,1
1019,0.7159864062786556,1
1020,0.7166780770294456,1
1021,0.6066694090899691,1
1022,-0.03828481363923014,0
1023,0.23573165038735508,0
1024,0.37994302374907385,0
1025,0.12883692888797277,0
1026,0.49607464039107707,0
1027,0.11158742495973131,0
1028,0.5830363253281139,0
1029,0.5251511527070807,0
1030,0.5192574934870805,0
1031,0.3877839278285314,0
1032,0.24699122442376467,0
1033,0.5476210835628263,0
1034,0.3282152014585812,0
1035,0.25483858688743183,0
1036,0.38604651963558834,0
1037,0.3471196926878159,0
1038,0.22892959524312329,0
1039,0.4605038874977467,0
1040,0.39467875120192086,0
1041,0.14677543395664186,0
1042,0.17451084233952116,0
1043,0.2022652000602264,0
1044,0.3277005247968531,0
1045,0.27968483757611357,0
1046,0.4167326282617601,0
1047,0.3531779521118182,0
1048,0.2003039454876373,0
1049,0.25709214408473,0
1050,0.20255265257750477,0
1051,0.4595571705641605,0
1052,0.32109340558275457,0
1053,0.2799510579844434,0
1054,0.3002213941271516,0
1055,0.5435335629648781,0
1056,0.08220504630982925,0
1057,0.19166664533215716,0
1058,0.19051770132969814,0
1059,0.2141918730341159,0
1060,0.11661552339057943,0
1061,0.13183767258381954,0
1062,0.24579524737213398,0
1063,0.17299241514076055,0
1064,0.3132767313327015,0
1065,0.3509684633477893,0
1066,0.5206903351306443,0
1067,-0.040888284347183335,0
1068,0.44358253474401266,0
1069,0.3328344395541042,0
1070,0.4907891562920822,0
1071,0.20947052405763927,0
